timestamp,cpu_percent,rss_MB,stack_latency_ms,rf_prob,svm_prob,gbm_prob,final_score,decision
1768080679.5434825,0.0,267.0234375,12.439999998605344,0.05,0.15458616144364953,0.2675464962566032,0.000489279532119574,Normal
1768080684.6087236,0.0,267.06640625,10.545499997533625,0.28,0.3065145177882267,0.4437831163959761,0.020908197729699336,Normal
1768080689.6637337,0.0,267.0859375,12.482600002840627,0.13,0.45516301230948064,0.5262449348952772,0.000987208448520175,Normal
1768080694.7249289,0.0,267.09375,11.04510000004666,0.08,0.38135112498722296,0.47968166066531104,0.00046097108219264447,Normal
1768080699.7953732,0.0,267.10546875,11.449900001025526,0.27,0.3055703418794003,0.4082529252985025,0.018547139375368303,Normal
1768080704.8835394,0.0,267.12109375,32.20779999901424,0.1,0.47159709664098587,0.5280506263563908,0.0005558652459094338,Normal
1768080709.9536855,0.0,267.13671875,19.415700000536162,0.12,0.40362014478029196,0.5080287559071223,0.0008960798241390947,Normal
1768080715.0063937,0.0,267.16015625,10.587199998553842,0.09,0.3827149186344796,0.47968166066531104,0.0005535428980727124,Normal
1768080720.0692372,0.0,267.1640625,12.050299999827985,0.45,0.6329511610742552,0.6890461714279468,0.18425278868015257,Normal
1768080725.1405373,0.0,267.17578125,13.305899999977555,0.29,0.3121522549922756,0.4437831163959761,0.024890881755965405,Normal
1768080730.2125585,0.0,267.1875,11.957800001255237,0.27,0.5167396349343757,0.5651876141031565,0.011319738025019538,Normal
1768080735.2863047,0.0,267.140625,10.845199998584576,0.57,0.6200854213457936,0.6763081964474844,0.6820525181860303,Theft
1768080740.3483589,0.0,267.14453125,11.20210000226507,0.17,0.24521489140536099,0.3705360481726468,0.003389594678013101,Normal
1768080745.4171712,0.0,267.15234375,11.692200001562014,0.62,0.585898152171739,0.6554808881078196,0.8531296406255118,Theft
1768080750.4873397,0.0,267.16796875,14.625699997850461,0.27,0.281053576194726,0.4082529252985025,0.01904008040718586,Normal
1768080755.5609946,0.0,267.19140625,12.369300002319505,0.12,0.4402119791188012,0.5262449348952772,0.0008344335289361843,Normal
1768080760.6355083,0.0,267.1875,11.64250000147149,0.35,0.5430192111403008,0.5929478665140626,0.04437373258758732,Normal
1768080765.702464,0.0,267.19921875,11.325899999064859,0.17,0.20663495350837086,0.33603321196185143,0.0037507737215693,Normal
1768080770.769025,0.0,267.1953125,25.16690000265953,0.14,0.4608249581762606,0.5336607716298662,0.0011648116161073556,Normal
1768080775.8362505,0.0,267.19921875,27.979800001048716,0.36,0.6650215649082537,0.6711371230973385,0.04096891740747798,Normal
1768080780.9761617,0.0,267.203125,11.619500000961125,0.24,0.3465604859741613,0.47968166066531104,0.009099088882272198,Normal
1768080786.0404978,0.0,267.19921875,11.758200002077501,0.07,0.3783552528723952,0.47968166066531104,0.00038455807461673284,Normal
1768080791.0895834,0.0,267.19921875,9.479099997406593,0.28,0.2940611702489387,0.4082529252985025,0.0224977522896293,Normal
1768080796.144025,0.0,267.203125,11.247800001001451,0.18,0.24687818779747286,0.3705360481726468,0.004066573767821445,Normal
1768080801.2120724,0.0,267.2109375,10.821200001373654,0.34,0.3341601867502254,0.4645986726442801,0.057051805907036346,Normal
1768080806.2777722,0.0,267.18359375,11.231799999222858,0.28,0.3099623857437914,0.4437831163959761,0.020831374202572656,Normal
1768080811.3501315,0.0,267.18359375,11.484800001198892,0.17,0.4892855680384515,0.5651876141031565,0.001859245505506746,Normal
1768080816.4341557,0.0,267.19140625,27.116799999930663,0.15,0.22809640014558838,0.3329069264403458,0.0025497457286498266,Normal
1768080821.5012054,0.0,267.19140625,11.421499999414664,0.17,0.24326723600469058,0.3329069264403458,0.0036238652308352576,Normal
1768080826.565319,0.0,267.1953125,9.918799998558825,0.3,0.2629870506185824,0.4082529252985025,0.033293437157713414,Normal
1768080831.6264486,0.0,267.22265625,10.23450000138837,0.13,0.46227273796907453,0.5336607716298662,0.0009671467373399252,Normal
1768080836.7029653,0.0,267.22265625,27.159299999766517,0.15,0.23656931467564543,0.3329069264403458,0.0025263567030653945,Normal
1768080841.774052,0.0,267.23046875,11.159599998791236,0.37,0.6457499686196488,0.6810795398303731,0.04904765561247857,Normal
1768080846.840102,0.0,267.2265625,11.910000001080334,0.13,0.23001627990190984,0.3329069264403458,0.001760369988058869,Normal
1768080851.9094543,0.0,267.234375,11.51430000027176,0.31,0.2779504112855338,0.4082529252985025,0.03915567236961402,Normal
1768080856.97294,0.0,267.234375,11.214099999051541,0.03,0.17217577970511605,0.27707077314457496,0.00032646161889478156,Normal
1768080862.0399046,0.0,267.23828125,11.839899998449255,0.12,0.41075050797431334,0.5080287559071223,0.0008891460376524888,Normal
1768080867.1104898,0.0,267.24609375,11.433399999077665,0.18,0.1981626806754937,0.3224717847540679,0.004656570877838909,Normal
1768080872.179177,0.0,267.25390625,9.890500001347391,0.07,0.1560969140000151,0.2704851952922682,0.000702867538226461,Normal
1768080877.2554078,0.0,267.25390625,11.837300000479445,0.32,0.2737341297538915,0.4082529252985025,0.04692754843106715,Normal
1768080882.313649,0.0,267.2578125,9.380400002555689,0.09,0.36426550734021057,0.47968166066531104,0.0005647850595251007,Normal
1768080887.377946,0.0,267.265625,11.0765999997966,0.11,0.3621432165648116,0.47968166066531104,0.000818663065186607,Normal
1768080892.445213,0.0,267.26953125,9.216200000082608,0.17,0.24300034482139482,0.3329069264403458,0.003624916170950388,Normal
1768080897.5228736,0.0,267.27734375,11.689000002661487,0.36,0.5293090093452156,0.5929478665140626,0.05364720912025841,Normal
1768080902.59638,0.0,267.28515625,10.86339999892516,0.24,0.7088177288522586,0.7026836386584261,0.004192263697678634,Normal
1768080907.7460177,0.0,267.30078125,11.404200002289144,0.46,0.5601650151723013,0.6247183634664065,0.24734439483688622,Normal
1768080912.8105638,0.0,267.30078125,11.1295999995491,0.13,0.4422463459636923,0.5262449348952772,0.0010011969722923916,Normal
1768080917.8810658,7.4,267.3125,10.929799998848466,0.07,0.369878253021848,0.47968166066531104,0.0003881277594403961,Normal
1768080922.9549124,0.0,267.31640625,9.838900001341244,0.08,0.3770274130932341,0.47968166066531104,0.000463148486356817,Normal
1768080928.036712,0.0,267.3203125,11.302200000500306,0.21,0.3477347547381222,0.47968166066531104,0.005243693917026209,Normal
1768080933.1151335,0.0,267.32421875,14.074800001253607,0.1,0.41873643834080887,0.5324693732652116,0.0005843560875605077,Normal
1768080938.1810195,0.0,267.3359375,15.99519999945187,0.32,0.3214168485873663,0.4437831163959761,0.04211196343416758,Normal
1768080943.2487323,0.0,267.3203125,11.784800000896212,0.11,0.4177470109840197,0.5324693732652116,0.0007034901217474729,Normal
1768080948.3152099,7.3,267.3359375,11.656499998935033,0.28,0.3061402429589381,0.4437831163959761,0.020916553782979682,Normal
1768080953.3910716,0.0,267.34375,11.715699998603668,0.07,0.36986273627185823,0.47968166066531104,0.0003881343238579019,Normal
1768080958.45813,0.0,267.3515625,11.680999999953201,0.08,0.366562361467715,0.47968166066531104,0.00046846129310766134,Normal
1768080963.5204825,0.0,267.3671875,11.358100000506965,0.31,0.2636711346457152,0.4082529252985025,0.03974568078726748,Normal
1768080968.590194,7.3,267.37109375,11.327100000926293,0.3,0.32739631048278045,0.4437831163959761,0.029309775036919266,Normal
1768080973.665239,0.0,267.58984375,10.791600001539337,0.3,0.25757976073730077,0.3779423214046217,0.03521860528432451,Normal
1768080978.7253575,0.0,267.59375,14.18550000016694,0.16,0.20534385758105492,0.32867266402785195,0.0031647610790192164,Normal
1768080983.777167,0.0,267.59375,11.25300000057905,0.27,0.5,0.5651876141031565,0.011525849854794918,Normal
1768080988.8357801,0.0,267.60546875,9.047800002008444,0.39,0.5328680876736267,0.5929478665140626,0.08945432665209159,Normal
1768080993.9070508,0.0,267.61328125,12.086300001101336,0.1,0.3856277890062115,0.47968166066531104,0.0006635714954438348,Normal
1768080998.9721048,0.0,267.6171875,11.568999998416984,0.21,0.18803296843122438,0.3224717847540679,0.008162472631664953,Normal
1768081004.0382252,0.0,267.62109375,8.750699998927303,0.1,0.1847739803330872,0.3224717847540679,0.001083062887916864,Normal
1768081009.1065693,0.0,267.62890625,12.095599999156548,0.14,0.20504042371532202,0.32867266402785195,0.0021906927870915605,Normal
1768081014.1678228,0.0,267.640625,8.583499999076594,0.36,0.6652581025400987,0.6711371230973385,0.040958784789972856,Normal
1768081019.2405136,0.0,267.6484375,11.384800000087125,0.05,0.16653393290749158,0.27707077314457496,0.00047507983092635403,Normal
1768081024.3070173,0.0,267.65625,9.23530000000028,0.39,0.539750617937332,0.5929478665140626,0.08884493174699393,Normal
1768081029.3837776,0.0,267.66796875,11.888100001669955,0.29,0.26555476539670114,0.4082529252985025,0.0277623852929385,Normal
1768081034.4483244,0.0,267.69921875,11.331199999403907,0.28,0.34305418750220074,0.47968166066531104,0.01892282177729999,Normal
1768081039.5136948,0.0,267.96484375,11.309000001347158,0.07,0.15623513417153156,0.2704851952922682,0.0007027616878214475,Normal
1768081044.585946,0.0,267.96484375,9.475599999859696,0.29,0.3179978337220956,0.4437831163959761,0.02473664354182328,Normal
1768081049.6522803,0.0,267.953125,11.183400001755217,0.46,0.5575657003398854,0.5909766685363127,0.2588875279955578,Normal
1768081054.7033844,0.0,267.9609375,8.815099998173537,0.13,0.3594341445558854,0.47968166066531104,0.0011872854630007306,Normal
1768081059.781311,0.0,266.9140625,11.745800002245232,0.1,0.3873626692942653,0.47968166066531104,0.0006623182260522017,Normal
