cpu_percent,memory_mb,latency_ms,final_score,severity,recommended_action
0.0,267.0234375,12.439999998605344,0.0004892795321195,LOW,Log incident only
0.0,267.06640625,10.545499997533623,0.0209081977296993,LOW,Log incident only
0.0,267.0859375,12.482600002840629,0.0009872084485201,LOW,Log incident only
0.0,267.09375,11.04510000004666,0.0004609710821926,LOW,Log incident only
0.0,267.10546875,11.449900001025526,0.0185471393753683,LOW,Log incident only
0.0,267.12109375,32.20779999901424,0.0005558652459094,LOW,Log incident only
0.0,267.13671875,19.41570000053616,0.000896079824139,LOW,Log incident only
0.0,267.16015625,10.587199998553842,0.0005535428980727,LOW,Log incident only
0.0,267.1640625,12.050299999827985,0.1842527886801525,LOW,Log incident only
0.0,267.17578125,13.305899999977555,0.0248908817559654,LOW,Log incident only
0.0,267.1875,11.957800001255237,0.0113197380250195,LOW,Log incident only
0.0,267.140625,10.845199998584576,0.6820525181860303,CRITICAL,Immediate alert and escalate
0.0,267.14453125,11.20210000226507,0.0033895946780131,LOW,Log incident only
0.0,267.15234375,11.692200001562014,0.8531296406255118,CRITICAL,Immediate alert and escalate
0.0,267.16796875,14.62569999785046,0.0190400804071858,LOW,Log incident only
0.0,267.19140625,12.369300002319504,0.0008344335289361,LOW,Log incident only
0.0,267.1875,11.64250000147149,0.0443737325875873,LOW,Log incident only
0.0,267.19921875,11.32589999906486,0.0037507737215693,LOW,Log incident only
0.0,267.1953125,25.16690000265953,0.0011648116161073,LOW,Log incident only
0.0,267.19921875,27.97980000104872,0.0409689174074779,LOW,Log incident only
0.0,267.203125,11.619500000961123,0.0090990888822721,LOW,Log incident only
0.0,267.19921875,11.7582000020775,0.0003845580746167,LOW,Log incident only
0.0,267.19921875,9.479099997406593,0.0224977522896293,LOW,Log incident only
0.0,267.203125,11.247800001001451,0.0040665737678214,LOW,Log incident only
0.0,267.2109375,10.821200001373654,0.0570518059070363,LOW,Log incident only
0.0,267.18359375,11.231799999222858,0.0208313742025726,LOW,Log incident only
0.0,267.18359375,11.484800001198892,0.0018592455055067,LOW,Log incident only
0.0,267.19140625,27.116799999930663,0.0025497457286498,LOW,Log incident only
0.0,267.19140625,11.421499999414664,0.0036238652308352,LOW,Log incident only
0.0,267.1953125,9.918799998558825,0.0332934371577134,LOW,Log incident only
0.0,267.22265625,10.23450000138837,0.0009671467373399,LOW,Log incident only
0.0,267.22265625,27.15929999976652,0.0025263567030653,LOW,Log incident only
0.0,267.23046875,11.159599998791236,0.0490476556124785,LOW,Log incident only
0.0,267.2265625,11.910000001080334,0.0017603699880588,LOW,Log incident only
0.0,267.234375,11.51430000027176,0.039155672369614,LOW,Log incident only
0.0,267.234375,11.21409999905154,0.0003264616188947,LOW,Log incident only
0.0,267.23828125,11.839899998449257,0.0008891460376524,LOW,Log incident only
0.0,267.24609375,11.433399999077665,0.0046565708778389,LOW,Log incident only
0.0,267.25390625,9.890500001347393,0.0007028675382264,LOW,Log incident only
0.0,267.25390625,11.837300000479445,0.0469275484310671,LOW,Log incident only
0.0,267.2578125,9.380400002555689,0.0005647850595251,LOW,Log incident only
0.0,267.265625,11.0765999997966,0.0008186630651866,LOW,Log incident only
0.0,267.26953125,9.216200000082608,0.0036249161709503,LOW,Log incident only
0.0,267.27734375,11.689000002661489,0.0536472091202584,LOW,Log incident only
0.0,267.28515625,10.86339999892516,0.0041922636976786,LOW,Log incident only
0.0,267.30078125,11.404200002289144,0.2473443948368862,LOW,Log incident only
0.0,267.30078125,11.1295999995491,0.0010011969722923,LOW,Log incident only
7.4,267.3125,10.929799998848466,0.0003881277594403,LOW,Log incident only
0.0,267.31640625,9.838900001341244,0.0004631484863568,LOW,Log incident only
0.0,267.3203125,11.302200000500306,0.0052436939170262,LOW,Log incident only
0.0,267.32421875,14.074800001253609,0.0005843560875605,LOW,Log incident only
0.0,267.3359375,15.99519999945187,0.0421119634341675,LOW,Log incident only
0.0,267.3203125,11.784800000896212,0.0007034901217474,LOW,Log incident only
7.3,267.3359375,11.656499998935033,0.0209165537829796,LOW,Log incident only
0.0,267.34375,11.715699998603668,0.0003881343238579,LOW,Log incident only
0.0,267.3515625,11.6809999999532,0.0004684612931076,LOW,Log incident only
0.0,267.3671875,11.358100000506964,0.0397456807872674,LOW,Log incident only
7.3,267.37109375,11.327100000926292,0.0293097750369192,LOW,Log incident only
0.0,267.58984375,10.791600001539337,0.0352186052843245,LOW,Log incident only
0.0,267.59375,14.18550000016694,0.0031647610790192,LOW,Log incident only
0.0,267.59375,11.25300000057905,0.0115258498547949,LOW,Log incident only
0.0,267.60546875,9.047800002008444,0.0894543266520915,LOW,Log incident only
0.0,267.61328125,12.086300001101336,0.0006635714954438,LOW,Log incident only
0.0,267.6171875,11.568999998416984,0.0081624726316649,LOW,Log incident only
0.0,267.62109375,8.750699998927303,0.0010830628879168,LOW,Log incident only
0.0,267.62890625,12.095599999156548,0.0021906927870915,LOW,Log incident only
0.0,267.640625,8.583499999076594,0.0409587847899728,LOW,Log incident only
0.0,267.6484375,11.384800000087123,0.0004750798309263,LOW,Log incident only
0.0,267.65625,9.23530000000028,0.0888449317469939,LOW,Log incident only
0.0,267.66796875,11.888100001669956,0.0277623852929385,LOW,Log incident only
0.0,267.69921875,11.331199999403909,0.0189228217772999,LOW,Log incident only
0.0,267.96484375,11.309000001347158,0.0007027616878214,LOW,Log incident only
0.0,267.96484375,9.475599999859696,0.0247366435418232,LOW,Log incident only
0.0,267.953125,11.183400001755215,0.2588875279955578,LOW,Log incident only
0.0,267.9609375,8.815099998173537,0.0011872854630007,LOW,Log incident only
0.0,266.9140625,11.745800002245232,0.0006623182260522,LOW,Log incident only
0.0,266.9296875,11.031000001821669,0.0003944364320555,LOW,Log incident only
0.0,266.94140625,8.842199997161515,0.0008944455481127,LOW,Log incident only
0.0,266.9296875,11.718800000380725,0.0004608353550179,LOW,Log incident only
0.0,266.9296875,9.23269999839249,0.0248307410724893,LOW,Log incident only
0.0,266.93359375,34.68649999922491,0.0005750287482908,LOW,Log incident only
0.0,266.9296875,8.763800000451738,0.0011868444196131,LOW,Log incident only
0.0,266.9296875,11.57249999960186,0.0397462336782421,LOW,Log incident only
0.0,266.9296875,12.176799998997012,0.9434710349931668,CRITICAL,Immediate alert and escalate
0.0,266.9296875,11.307299999316456,0.0004642882729426,LOW,Log incident only
0.0,266.93359375,12.685900001088156,0.0013383331171353,LOW,Log incident only
0.0,266.9375,9.635400001570815,0.0004646296464492,LOW,Log incident only
0.0,266.9375,11.796900002082111,0.0054754816798354,LOW,Log incident only
0.0,266.9375,24.77369999905932,0.000848635620135,LOW,Log incident only
0.0,266.9375,11.49739999891608,0.0558920199220635,LOW,Log incident only
0.0,266.9375,26.664299999538343,0.0005485667406972,LOW,Log incident only
0.0,266.94921875,12.529600000561912,0.3608451509609603,LOW,Log incident only
0.0,266.94921875,11.65690000198083,0.0018570552837339,LOW,Log incident only
0.0,266.953125,10.45920000251499,0.0005790392296934,LOW,Log incident only
0.0,266.94921875,9.874700001091696,0.023428771772265,LOW,Log incident only
0.0,266.94921875,11.263300002610777,0.0045506961095017,LOW,Log incident only
0.0,266.94921875,12.405699999362696,0.0018271674600455,LOW,Log incident only
0.0,266.94921875,8.927200000471203,0.0004897512327817,LOW,Log incident only
0.0,266.94921875,12.410200000886109,0.0038620544512161,LOW,Log incident only
0.0,266.953125,11.426299999584444,0.0055416566518515,LOW,Log incident only
0.0,266.953125,11.064800000895048,0.0037497482715361,LOW,Log incident only
0.0,266.953125,11.219699998036958,0.259510666843063,LOW,Log incident only
0.0,266.953125,11.432699997385498,0.0004646983311584,LOW,Log incident only
0.0,266.95703125,11.718099998688558,0.0015555953580539,LOW,Log incident only
0.0,266.953125,9.25719999941066,0.0337616763319292,LOW,Log incident only
0.0,266.953125,11.303399998723762,0.0008085849594236,LOW,Log incident only
0.0,266.953125,9.091400002944283,0.000979986848214,LOW,Log incident only
0.0,266.953125,11.411199997382935,0.0008201007211663,LOW,Log incident only
0.0,266.95703125,20.251899997674627,0.0131803448251484,LOW,Log incident only
0.0,266.953125,37.97669999767095,0.9210809046551428,CRITICAL,Immediate alert and escalate
0.0,266.953125,10.139599999092752,0.000999261802107,LOW,Log incident only
7.2,266.953125,11.201400000572905,0.0248650412978214,LOW,Log incident only
0.0,266.953125,8.53609999830951,0.0005793786494808,LOW,Log incident only
0.0,266.953125,11.35009999779868,0.0021173502734676,LOW,Log incident only
0.0,266.953125,27.71070000017062,0.0755779862573555,LOW,Log incident only
0.0,266.95703125,10.962100001052022,0.0009646950917107,LOW,Log incident only
0.0,266.96484375,11.239999999816064,0.0135607762546925,LOW,Log incident only
0.0,267.109375,10.915099999692757,0.0007080209076476,LOW,Log incident only
0.0,267.11328125,12.153600000601728,0.0337613463492372,LOW,Log incident only
0.0,267.11328125,11.41989999814541,0.0008184504941814,LOW,Log incident only
0.0,267.11328125,10.79599999866332,0.0005500414769078,LOW,Log incident only
7.1,267.1171875,11.50680000137072,0.0245926139282895,LOW,Log incident only
0.0,267.11328125,12.146599998231975,0.0026356495597016,LOW,Log incident only
7.1,267.1171875,11.505599999509286,0.0158590111664981,LOW,Log incident only
0.0,267.11328125,11.800999996921746,0.9434858431287744,CRITICAL,Immediate alert and escalate
0.0,267.12109375,11.65939999918919,0.0249004672758175,LOW,Log incident only
0.0,267.12109375,9.027500000229338,0.0021250223190763,LOW,Log incident only
0.0,267.12109375,11.483900001621803,0.000705959158475,LOW,Log incident only
0.0,267.125,11.418199999752687,0.001489452977235,LOW,Log incident only
0.0,267.125,27.493200002936646,0.0005889952194367,LOW,Log incident only
0.0,267.125,11.617300002399134,0.0004892545975859,LOW,Log incident only
0.0,267.08203125,12.152499999501742,0.0004689248129522,LOW,Log incident only
0.0,267.0859375,11.25790000151028,0.0109080685227157,LOW,Log incident only
0.0,267.08984375,11.51430000027176,0.0005723848362045,LOW,Log incident only
0.0,267.09375,23.692499999015126,0.000578208559661,LOW,Log incident only
0.0,267.09765625,9.04609999997774,0.0004733470354257,LOW,Log incident only
0.0,267.09765625,10.497300001588885,0.0005544504796033,LOW,Log incident only
0.0,267.09765625,8.675699999002973,0.019484536352978,LOW,Log incident only
0.0,267.09765625,11.400200000935,0.0007566802057499,LOW,Log incident only
0.0,267.1015625,11.118799997348106,0.0132046020475348,LOW,Log incident only
0.0,267.10546875,12.153700001363177,0.0006573204037635,LOW,Log incident only
0.0,267.1015625,11.232000000745757,0.0006871321866151,LOW,Log incident only
0.0,267.10546875,10.713100000430131,0.0004068402631674,LOW,Log incident only
0.0,267.1015625,11.817099999461789,0.0352263816925606,LOW,Log incident only
7.1,267.10546875,12.277400001039496,0.0007988389333057,LOW,Log incident only
0.0,267.10546875,10.840499999176243,0.5855141669266808,CRITICAL,Immediate alert and escalate
0.0,267.1015625,26.98919999966165,0.0046569670154206,LOW,Log incident only
0.0,267.1015625,8.678099999087863,0.0025126870557708,LOW,Log incident only
0.0,267.10546875,11.387899998226205,0.0003262682736264,LOW,Log incident only
0.0,267.109375,9.460500001296168,0.0007883179097794,LOW,Log incident only
0.0,267.10546875,11.71260000046459,0.000538592894974,LOW,Log incident only
0.0,267.109375,10.711599999922328,0.0002793883339561,LOW,Log incident only
7.1,267.10546875,10.95060000079684,0.0754024025769163,LOW,Log incident only
0.0,267.109375,11.136199998873051,0.2588512780239164,LOW,Log incident only
0.0,267.1171875,11.340799999743467,0.0040672869929119,LOW,Log incident only
7.1,267.1171875,30.20029999970575,0.0155389287359444,LOW,Log incident only
0.0,267.11328125,11.493300000438468,0.0006612773830011,LOW,Log incident only
0.0,267.11328125,11.997099998552583,0.0119711493086744,LOW,Log incident only
7.1,267.1171875,11.246800000662915,0.0098042751452267,LOW,Log incident only
0.0,267.1171875,11.617399999522604,0.0014576376821445,LOW,Log incident only
0.0,267.125,11.000000002240997,0.0006570159652737,LOW,Log incident only
0.0,267.125,11.592900002142414,0.0009803048656108,LOW,Log incident only
0.0,267.12890625,12.411200001224644,0.0065230588398343,LOW,Log incident only
0.0,267.125,12.034899998980109,0.0004690608953426,LOW,Log incident only
0.0,267.1328125,12.117500002204906,0.0003266191337281,LOW,Log incident only
7.2,267.12890625,12.023399998724926,0.001750092927593,LOW,Log incident only
0.0,267.1328125,11.135199998534516,0.0017720443261671,LOW,Log incident only
0.0,267.140625,11.8092999982764,0.0004851421093487,LOW,Log incident only
0.0,267.13671875,10.864199997740798,0.0026775336549577,LOW,Log incident only
0.0,267.13671875,11.183999999047955,0.0007059005890396,LOW,Log incident only
7.0,267.140625,9.884700000839077,0.0471220635589191,LOW,Log incident only
0.0,267.13671875,11.608800003159558,0.0189147339310589,LOW,Log incident only
0.0,267.13671875,10.691100000258302,0.0004945879807026,LOW,Log incident only
0.0,267.140625,11.570400001801318,0.0033947719998694,LOW,Log incident only
7.0,267.14453125,28.92059999794583,0.0006576459211307,LOW,Log incident only
0.0,267.15234375,11.461400001280708,0.0007707492204828,LOW,Log incident only
0.0,266.48828125,9.419400001206668,0.0421341383959617,LOW,Log incident only
7.2,266.484375,10.231600001134211,0.0034470566320888,LOW,Log incident only
0.0,266.484375,9.024999999383,0.0010833805112008,LOW,Log incident only
7.0,266.484375,11.531600001035258,0.0058592674843224,LOW,Log incident only
6.9,266.484375,10.770799999590963,0.0003940961930594,LOW,Log incident only
0.0,266.48828125,23.01150000130292,0.0012142646647566,LOW,Log incident only
0.0,266.484375,29.52069999810192,0.0066575687717481,LOW,Log incident only
6.8,266.484375,11.091699998360127,0.0156139892736553,LOW,Log incident only
0.0,266.484375,9.628399999201063,0.0003192749319013,LOW,Log incident only
0.0,266.48828125,9.430099999008236,0.0003944018030073,LOW,Log incident only
0.0,266.484375,11.467500000435392,0.0002877669628988,LOW,Log incident only
0.0,266.484375,9.239600000000792,0.9434786486792188,CRITICAL,Immediate alert and escalate
0.0,266.48828125,11.627299998508532,0.0398155206204867,LOW,Log incident only
0.0,266.48828125,9.182500001770675,0.0067891253246835,LOW,Log incident only
0.0,266.48828125,8.729999997740379,0.005484310171215,LOW,Log incident only
0.0,266.48828125,9.952300002623817,0.0391798775310894,LOW,Log incident only
6.9,266.4921875,28.919500000483826,0.0006984239093559,LOW,Log incident only
6.9,266.48828125,9.988800000428457,0.0007080111481979,LOW,Log incident only
7.0,266.48828125,10.816000001796056,0.0129863502537536,LOW,Log incident only
0.0,266.48828125,10.941900000034366,0.0025154632240546,LOW,Log incident only
0.0,266.49609375,9.083599998120915,0.0007062273968245,LOW,Log incident only
7.0,266.49609375,11.273200001596706,0.0054644540237128,LOW,Log incident only
0.0,266.49609375,20.48790000117151,0.0026776513594472,LOW,Log incident only
7.0,266.5,9.933100001944696,0.0250193631572057,LOW,Log incident only
0.0,266.5,11.473599999590078,0.0391571962849284,LOW,Log incident only
0.0,266.50390625,19.328700000187386,0.0033948641501003,LOW,Log incident only
6.7,266.50390625,28.882000002340646,0.0003262605533452,LOW,Log incident only
0.0,266.51171875,12.98300000053132,0.0013383196885212,LOW,Log incident only
6.8,266.51171875,11.459199999080738,0.0129258749683587,LOW,Log incident only
0.0,266.52734375,10.944800000288524,0.0292726659093111,LOW,Log incident only
0.0,266.52734375,11.040599998523248,0.0025902569310685,LOW,Log incident only
0.0,266.52734375,11.488600001030136,0.0009070792103681,LOW,Log incident only
